"ID","start_age","grid","death_day","death_age"
84593,62,2,2618,69.1726
84594,31,3,15924,74.6274
84595,36,3,20582,92.389
84596,82,2,1596,86.3726
84597,57,3,4115,68.274
84598,52,1,13715,89.5753
84599,48,1,6642,66.1973
84600,32,3,8902,56.389
84601,52,1,7906,73.6603
84602,73,3,1150,76.1507
84603,30,1,17423,77.7342
84604,36,2,15773,79.2137
84605,57,3,11020,87.1918
84606,60,2,7617,80.8685
84607,36,2,9058,60.8164
84608,87,3,3085,95.4521
84609,54,2,2603,61.1315
84610,40,1,11541,71.6192
84611,66,1,7281,85.9479
84612,72,3,461,73.263
84613,73,3,3766,83.3178
84614,52,2,5740,67.726
84615,32,2,13205,68.1781
84616,55,1,8612,78.5945
84617,58,3,48,58.1315
84618,48,3,11337,79.0603
84619,34,3,20940,91.3699
84620,49,3,7829,70.4493
84621,56,3,16616,101.5233
84622,84,3,6912,102.937
84623,63,1,10991,93.1123
84624,41,1,22248,101.9534
84625,53,2,12125,86.2192
84626,49,3,9820,75.9041
84627,67,2,6862,85.8
84628,79,2,5564,94.2438
84629,57,3,9114,81.9699
84630,39,1,10042,66.5123
84631,31,2,20186,86.3041
84632,56,3,7278,75.9397
84633,38,1,14534,77.8192
84634,72,1,7902,93.6493
84635,83,3,6323,100.3233
84636,45,1,19330,97.9589
84637,71,2,337,71.9233
84638,83,2,1309,86.5863
84639,58,1,5870,74.0822
84640,67,1,4239,78.6137
84641,54,2,8906,78.4
84642,61,3,7333,81.0904
84643,66,3,913,68.5014
84644,46,2,14002,84.3616
84645,64,3,8469,87.2027
84646,51,2,17082,97.8
84647,87,3,3245,95.8904
84648,45,3,15664,87.9151
84649,36,2,8221,58.5233
84650,78,3,5653,93.4877
84651,58,1,13447,94.8411
84652,61,2,7209,80.7507
84653,67,3,8025,88.9863
84654,36,1,20768,92.8986
84655,36,1,20767,92.8959
84656,30,1,20585,86.3973
84657,52,2,3315,61.0822
84658,42,3,20286,97.5781
84659,79,3,2037,84.5808
84660,76,3,665,77.8219
84661,42,2,14551,81.8658
84662,72,2,4739,84.9836
84663,60,2,9152,85.074
84664,37,1,2961,45.1123
84665,33,1,19163,85.5014
84666,39,1,17164,86.0247
84667,45,2,21532,103.9918
84668,89,3,2749,96.5315
84669,31,3,23689,95.9014
84670,33,1,18490,83.6575
84671,50,2,9691,76.5507
84672,64,3,10125,91.7397
84673,44,3,7103,63.4603
84674,61,2,7725,82.1644
84675,30,3,9923,57.1863
84676,64,2,5092,77.9507
84677,41,1,14731,81.3589
84678,35,2,19206,87.6192
84679,35,1,7633,55.9123
84680,88,3,836,90.2904
84681,67,2,7372,87.1973
84682,31,1,15279,72.8603
84683,59,1,5573,74.2685
84684,44,2,9395,69.7397
84685,51,3,15839,94.3945
84686,34,3,16141,78.2219
84687,34,1,8434,57.1068
84688,40,2,18743,91.3507
84689,57,2,7324,77.0658
84690,33,2,9973,60.3233
84691,59,3,11286,89.9205
84692,45,1,7615,65.863
84693,70,3,7800,91.3699
84694,62,1,5562,77.2384
84695,53,2,6701,71.3589
84696,39,3,19966,93.7014
84697,39,1,14264,78.0795
84698,70,1,9885,97.0822
84699,39,2,14894,79.8055
84700,73,2,2051,78.6192
84701,49,1,16986,95.537
84702,38,1,18409,88.4356
84703,71,3,4367,82.9644
84704,41,2,21705,100.4658
84705,82,1,7877,103.5808
84706,30,3,12363,63.8712
84707,85,1,2623,92.1863
84708,38,2,4394,50.0384
84709,51,1,14989,92.0658
84710,37,3,18732,88.3205
84711,82,3,4700,94.8767
84712,50,3,17188,97.0904
84713,36,3,8672,59.7589
84714,83,1,2179,88.9699
84715,53,1,13348,89.5699
84716,32,1,15935,75.6575
84717,70,2,8271,92.6603
84718,75,3,3933,85.7753
84719,75,2,2745,82.5205
84720,37,3,16147,81.2384
84721,67,3,4425,79.1233
84722,65,3,7178,84.6658
84723,34,3,19019,86.1068
84724,48,3,11765,80.2329
84725,56,2,8302,78.7452
84726,55,3,13097,90.8822
84727,57,3,10186,84.9068
84728,69,2,8556,92.4411
84729,87,1,5570,102.2603
84730,72,3,5615,87.3836
84731,58,3,6364,75.4356
84732,57,2,15161,98.537
84733,58,2,4665,70.7808
84734,65,1,6763,83.5288
84735,32,3,10621,61.0986
84736,31,2,19423,84.2137
84737,61,1,10126,88.7425
84738,62,3,3284,70.9973
84739,56,1,12843,91.1863
84740,30,1,23459,94.2712
84741,41,1,14209,79.9288
84742,48,3,8795,72.0959
84743,68,2,7587,88.7863
84744,65,2,6103,81.7205
84745,54,2,8048,76.0493
84746,76,2,9419,101.8055
84747,35,3,8612,58.5945
84748,32,3,17892,81.0192
84749,59,3,9308,84.5014
84750,61,3,4716,73.9205
84751,70,3,9272,95.4027
84752,71,3,3409,80.3397
84753,43,1,9186,68.1671
84754,32,1,27090,106.2192
84755,72,2,4312,83.8137
84756,46,1,13915,84.1233
84757,58,3,10425,86.5616
84758,55,1,9873,82.0493
84759,64,3,6287,81.2247
84760,49,3,15408,91.2137
84761,45,3,17715,93.5342
84762,55,2,8620,78.6164
84763,42,1,14066,80.537
84764,49,2,10024,76.463
84765,51,2,16313,95.6932
84766,49,3,15085,90.3288
84767,56,1,8720,79.8904
84768,54,3,6191,70.9616
84769,50,2,9046,74.7836
84770,73,3,4215,84.5479
84771,39,1,19678,92.9123
84772,44,2,17488,91.9123
84773,81,3,3751,91.2767
84774,32,1,14919,72.874
84775,39,3,13713,76.5699
84776,31,2,15360,73.0822
84777,62,1,2178,67.9671
84778,52,3,15187,93.6082
84779,41,2,5876,57.0986
84780,56,1,8490,79.2603
84781,58,2,8629,81.6411
84782,56,1,1911,61.2356
84783,32,1,16341,76.7699
84784,68,2,7251,87.8658
84785,80,1,222,80.6082
84786,39,3,14068,77.5425
84787,52,1,4798,65.1452
84788,49,3,14036,87.4548
84789,59,1,8062,81.0877
84790,51,1,7909,72.6685
84791,64,2,7768,85.2822
84792,55,2,13813,92.8438
84793,80,2,4189,91.4767
84794,73,3,4055,84.1096
84795,34,2,18169,83.7781
84796,42,2,15567,84.6493
84797,89,2,31,89.0849
84798,54,1,11379,85.1753
84799,59,3,9543,85.1452
84800,54,2,5057,67.8548
84801,40,3,13143,76.0082
84802,90,3,1082,92.9644
84803,46,2,10545,74.8904
84804,48,2,15905,91.5753
84805,50,3,10724,79.3808
84806,36,1,9007,60.6767
84807,70,1,7471,90.4685
84808,47,2,14069,85.5452
84809,33,2,24082,98.9781
84810,37,1,18851,88.6466
84811,71,2,4750,84.0137
84812,65,3,2782,72.6219
84813,34,2,17111,80.8795
84814,78,3,2851,85.811
84815,86,2,543,87.4877
84816,69,3,2847,76.8
84817,75,1,2827,82.7452
84818,56,3,11969,88.7918
84819,37,3,22099,97.5452
84820,67,1,4256,78.6603
84821,70,3,1021,72.7973
84822,55,2,7700,76.0959
84823,53,2,11129,83.4904
84824,33,3,16360,77.8219
84825,59,3,12500,93.2466
84826,40,2,15359,82.0795
84827,87,3,4687,99.8411
84828,47,3,16351,91.7973
84829,77,3,900,79.4658
84830,72,2,5808,87.9123
84831,48,3,13184,84.1205
84832,80,1,562,81.5397
84833,58,2,13034,93.7096
84834,48,2,9463,73.926
84835,54,1,13240,90.274
84836,85,3,5846,101.0164
84837,50,1,8604,73.5726
84838,34,1,20276,89.5507
84839,61,2,10206,88.9616
84840,32,3,16128,76.1863
84841,67,1,5874,83.0932
84842,32,1,17742,80.6082
84843,82,3,5630,97.4247
84844,84,1,1072,86.937
84845,56,1,6286,73.2219
84846,72,1,2248,78.1589
84847,45,3,19003,97.063
84848,35,3,15068,76.2822
84849,56,1,6233,73.0767
84850,32,1,23144,95.4082
84851,79,2,3562,88.7589
84852,35,2,12343,68.8164
84853,49,2,8546,72.4137
84854,58,3,167,58.4575
84855,67,1,2331,73.3863
84856,52,2,13922,90.1425
84857,34,2,18264,84.0384
84858,45,3,12879,80.2849
84859,63,2,10649,92.1753
84860,39,2,17559,87.1068
84861,47,3,14007,85.3753
84862,87,2,2157,92.9096
84863,63,1,7680,84.0411
84864,60,1,7301,80.0027
84865,48,3,5102,61.9781
84866,55,1,10511,83.7973
84867,37,3,3174,45.6959
84868,37,2,12718,71.8438
84869,30,1,17723,78.5562
84870,44,1,2486,50.811
84871,76,2,1186,79.2493
84872,56,3,10903,85.8712
84873,63,2,7820,84.4247
84874,55,1,1407,58.8548
84875,53,3,5474,67.9973
84876,54,3,11259,84.8466
84877,66,2,5485,81.0274
84878,36,3,17157,83.0055
84879,56,1,11707,88.074
84880,48,2,11462,79.4027
84881,31,3,20297,86.6082
84882,48,1,8488,71.2548
84883,57,3,3930,67.7671
84884,83,1,4699,95.874
84885,55,2,10053,82.5425
84886,48,3,1844,53.0521
84887,72,2,4747,85.0055
84888,58,2,4034,69.0521
84889,33,2,13386,69.674
84890,44,1,6167,60.8959
84891,85,1,803,87.2
84892,50,1,12498,84.2411
84893,44,2,16834,90.1205
84894,46,1,11530,77.589
84895,59,3,9256,84.3589
84896,63,2,10188,90.9123
84897,30,1,25613,100.1726
84898,54,1,5907,70.1836
84899,67,1,7480,87.4932
84900,36,2,19313,88.9123
84901,57,1,9622,83.3616
84902,61,3,2720,68.4521
84903,35,2,16584,80.4356
84904,74,3,7382,94.2247
84905,40,2,12588,74.4877
84906,44,2,13165,80.0685
84907,51,1,13465,87.8904
84908,83,2,73,83.2
84909,80,2,109,80.2986
84910,47,1,12800,82.0685
84911,38,2,10995,68.1233
84912,56,2,10167,83.8548
84913,66,2,11107,96.4301
84914,70,3,385,71.0548
84915,31,2,18582,81.9096
84916,67,2,7255,86.8767
84917,41,1,17870,89.9589
84918,52,1,7378,72.2137
84919,56,2,14311,95.2082
84920,48,3,11849,80.463
84921,65,1,13658,102.4192
84922,68,1,94,68.2575
84923,70,2,122,70.3342
84924,85,1,4554,97.4767
84925,83,3,2591,90.0986
84926,49,1,3250,57.9041
84927,54,1,6197,70.9781
84928,48,1,10476,76.7014
84929,72,2,7077,91.389
84930,72,2,1498,76.1041
84931,82,3,2999,90.2164
84932,47,1,9180,72.1507
84933,57,2,10630,86.1233
84934,67,3,3356,76.1945
84935,42,2,18337,92.2384
84936,35,2,10717,64.3616
84937,40,3,13850,77.9452
84938,76,1,6125,92.7808
84939,50,3,5771,65.811
84940,68,2,742,70.0329
84941,84,3,2499,90.8466
84942,63,1,9995,90.3836
84943,48,2,19107,100.3479
84944,51,3,6119,67.7644
84945,30,1,20805,87
84946,40,2,19370,93.0685
84947,30,3,14450,69.589
84948,72,3,8189,94.4356
84949,65,1,10209,92.9699
84950,63,2,5978,79.3781
84951,80,3,50,80.137
84952,30,3,17814,78.8055
84953,80,1,7313,100.0356
84954,52,2,15844,95.4082
84955,34,2,11872,66.526
84956,44,1,3061,52.3863
84957,47,1,1637,51.4849
84958,49,3,12061,82.0438
84959,72,3,5852,88.0329
84960,60,1,5573,75.2685
84961,38,2,17342,85.5123
84962,55,3,10421,83.5507
84963,39,1,18664,90.1342
84964,76,3,4219,87.5589
84965,39,1,15099,80.3671
84966,77,1,8118,99.2411
84967,35,2,13110,70.9178
84968,31,3,9076,55.8658
84969,75,1,5777,90.8274
84970,74,3,2862,81.8411
84971,50,3,16697,95.7452
84972,73,3,1768,77.8438
84973,56,3,12204,89.4356
84974,81,2,2733,88.4877
84975,51,3,4315,62.8219
84976,43,1,10937,72.9644
84977,50,1,11062,80.3068
84978,65,2,6922,83.9644
84979,52,3,8806,76.126
84980,78,2,4727,90.9507
84981,70,3,4535,82.4247
84982,39,1,15645,81.863
84983,56,1,14851,96.6877
84984,60,1,13565,97.1644
84985,78,1,2375,84.5068
84986,42,2,17110,88.8767
84987,39,2,18332,89.2247
84988,66,2,1698,70.6521
84989,43,1,16090,87.0822
84990,34,1,15806,77.3041
84991,46,2,12615,80.5616
84992,70,3,1007,72.7589
84993,54,2,4560,66.4932
84994,82,1,1150,85.1507
84995,61,2,5282,75.4712
84996,69,3,6717,87.4027
84997,52,2,15098,93.3644
84998,34,2,23472,98.3068
84999,51,2,12782,86.0192
85000,61,1,8792,85.0877
85001,71,3,1186,74.2493
85002,54,3,7934,75.737
85003,36,3,14526,75.7973
85004,57,1,10360,85.3836
85005,75,1,5822,90.9507
85006,72,1,39,72.1068
85007,65,2,5492,80.0466
85008,74,3,3534,83.6822
85009,47,2,5416,61.8384
85010,70,1,1283,73.5151
85011,65,2,43,65.1178
85012,62,3,7245,81.8493
85013,42,1,16977,88.5123
85014,41,2,16553,86.3507
85015,53,1,4916,66.4685
85016,77,2,4873,90.3507
85017,69,1,4549,81.463
85018,73,2,414,74.1342
85019,60,1,12808,95.0904
85020,45,1,13598,82.2548
85021,40,1,18409,90.4356
85022,38,3,16621,83.537
85023,55,1,11011,85.1671
85024,77,2,2652,84.2658
85025,36,1,18983,88.0082
85026,68,2,4431,80.1397
85027,41,3,12854,76.2164
85028,49,2,14935,89.9178
85029,35,1,13353,71.5836
85030,60,1,7771,81.2904
85031,46,1,10750,75.4521
85032,76,1,3096,84.4822
85033,86,1,4190,97.4795
85034,57,1,12883,92.2959
85035,47,1,12026,79.9479
85036,50,2,3987,60.9233
85037,84,1,4503,96.337
85038,56,1,16777,101.9644
85039,62,2,5368,76.7068
85040,78,1,5540,93.1781
85041,64,1,7297,83.9918
85042,83,3,3537,92.6904
85043,66,1,3620,75.9178
85044,55,2,6717,73.4027
85045,37,1,20889,94.2301
85046,39,1,17436,86.7699
85047,56,3,9469,81.9425
85048,68,2,2263,74.2
85049,66,2,4874,79.3534
85050,54,2,6664,72.2575
85051,45,2,14131,83.7151
85052,46,2,13831,83.8932
85053,57,1,6074,73.6411
85054,79,3,175,79.4795
85055,49,3,6847,67.7589
85056,39,2,12454,73.1205
85057,42,2,8047,64.0466
85058,70,2,1917,75.2521
85059,66,3,7940,87.7534
85060,33,2,16751,78.8932
85061,60,1,10477,88.7041
85062,40,3,13036,75.7151
85063,31,3,20553,87.3096
85064,37,1,18180,86.8082
85065,71,1,1481,75.0575
85066,68,1,8248,90.5973
85067,70,1,9398,95.7479
85068,35,3,14328,74.2548
85069,83,3,1137,86.1151
85070,50,3,15500,92.4658
85071,89,2,2062,94.6493
85072,53,3,12623,87.5836
85073,53,1,13058,88.7753
85074,31,1,18472,81.6082
85075,73,2,752,75.0603
85076,43,2,15015,84.137
85077,33,1,18903,84.789
85078,50,2,12478,84.1863
85079,42,3,11766,74.2356
85080,37,3,5505,52.0822
85081,54,2,5915,70.2055
85082,62,2,7609,82.8466
85083,77,2,635,78.7397
85084,49,3,9260,74.3699
85085,50,2,8369,72.9288
85086,68,1,163,68.4466
85087,70,2,8170,92.3836
85088,39,2,17975,88.2466
85089,74,1,2486,80.811
85090,33,2,15282,74.8685
85091,62,3,10660,91.2055
85092,45,3,9690,71.5479
85093,83,2,2804,90.6822
85094,70,1,5966,86.3452
85095,61,3,5210,75.274
85096,65,3,5865,81.0685
85097,44,2,12048,77.0082
85098,51,2,1895,56.1918
85099,53,2,15464,95.3671
85100,44,3,16132,88.1973
85101,39,3,12168,72.337
85102,72,3,6075,88.6438
85103,79,3,2496,85.8384
85104,35,1,21799,94.7233
85105,86,3,1019,88.7918
85106,38,2,5193,52.2274
85107,73,3,5014,86.737
85108,32,2,24345,98.6986
85109,83,1,4596,95.5918
85110,37,1,14603,77.0082
85111,44,1,9955,71.274
85112,42,3,19701,95.9753
85113,44,1,16848,90.1589
85114,33,3,12853,68.2137
85115,43,2,13504,79.9973
85116,34,2,20692,90.6904
85117,73,3,832,75.2795
85118,39,3,18886,90.7425
85119,67,2,4436,79.1534
85120,43,1,16408,87.9534
85121,47,3,6685,65.3151
85122,67,3,6613,85.1178
85123,47,2,20101,102.0712
85124,36,2,22015,96.3151
85125,76,2,7671,97.0164
85126,41,2,13031,76.7014
85127,78,3,4582,90.5534
85128,36,1,9095,60.9178
85129,51,1,8173,73.3918
85130,41,1,18126,90.6603
85131,33,2,11717,65.1014
85132,36,3,13421,72.7699
85133,42,1,15716,85.0575
85134,61,2,8455,84.1644
85135,42,3,18785,93.4658
85136,60,1,5154,74.1205
85137,39,3,19072,91.2521
85138,38,3,18089,87.5589
85139,34,3,18364,84.3123
85140,35,2,19022,87.1151
85141,63,3,6032,79.526
85142,38,3,20480,94.1096
85143,75,2,4895,88.411
85144,34,1,17827,82.8411
85145,85,2,773,87.1178
85146,48,3,13521,85.0438
85147,57,1,11112,87.4438
85148,53,2,3986,63.9205
85149,42,1,5448,56.926
85150,58,1,7175,77.6575
85151,77,3,2586,84.0849
85152,31,2,17246,78.2493
85153,59,3,9504,85.0384
85154,60,1,5561,75.2356
85155,89,2,2711,96.4274
85156,46,2,19222,98.663
85157,59,2,11804,91.3397
85158,77,1,5011,90.7288
85159,72,3,6161,88.8795
85160,83,3,3059,91.3808
85161,38,2,16992,84.5534
85162,56,2,5689,71.5863
85163,70,2,5043,83.8164
85164,67,3,268,67.7342
85165,69,2,1489,73.0795
85166,49,3,2227,55.1014
85167,80,2,5498,95.063
85168,35,1,6313,52.2959
85169,39,1,19040,91.1644
85170,65,2,10080,92.6164
85171,46,1,15085,87.3288
85172,77,2,2990,85.1918
85173,43,2,6486,60.7699
85174,51,3,6939,70.011
85175,48,3,13292,84.4164
85176,79,2,3204,87.7781
85177,42,1,18288,92.1041
85178,48,3,13850,85.9452
85179,44,2,17536,92.0438
85180,51,1,7830,72.4521
85181,64,3,12207,97.4438
85182,57,2,15551,99.6055
85183,38,2,21048,95.6658
85184,79,1,1891,84.1808
85185,41,1,16498,86.2
85186,59,3,11041,89.2493
85187,68,2,6711,86.3863
85188,70,2,9816,96.8932
85189,38,1,16871,84.2219
85190,65,3,4951,78.5644
85191,86,3,598,87.6384
85192,81,2,3268,89.9534
85193,34,3,17186,81.0849
85194,53,3,10739,82.4219
85195,56,1,15776,99.2219
85196,59,1,2671,66.3178
85197,69,1,9829,95.9288
85198,52,2,13418,88.7616
85199,73,2,3121,81.5507
85200,65,3,9278,90.4192
85201,52,2,13471,88.9068
85202,45,1,15700,88.0137
85203,46,2,15839,89.3945
85204,42,1,20072,96.9918
85205,74,2,2086,79.7151
85206,52,1,19818,106.2959
85207,32,1,9255,57.3562
85208,53,3,9420,78.8082
85209,62,2,4061,73.126
85210,62,3,13022,97.6767
85211,58,2,14245,97.0274
85212,73,1,6057,89.5945
85213,50,2,13150,86.0274
85214,74,3,6423,91.5973
85215,42,1,15495,84.4521
85216,54,2,15470,96.3836
85217,74,2,8860,98.274
85218,32,1,27850,108.3014
85219,73,1,2215,79.0685
85220,80,2,2624,87.189
85221,46,1,15717,89.0603
85222,68,1,477,69.3068
85223,77,3,2926,85.0164
85224,62,1,6259,79.1479
85225,38,2,17106,84.8658
85226,62,1,10166,89.8521
85227,30,2,17112,76.8822
85228,40,3,16241,84.4959
85229,70,2,6633,88.1726
85230,68,3,13243,104.2822
85231,76,2,7321,96.0575
85232,48,1,12837,83.1699
85233,68,1,2947,76.074
85234,54,2,10266,82.126
85235,45,3,17446,92.7973
85236,50,1,5975,66.3699
85237,47,2,4251,58.6466
85238,61,2,1387,64.8
85239,67,2,8496,90.2767
85240,56,3,7004,75.189
85241,67,2,4757,80.0329
85242,82,2,1485,86.0685
85243,34,2,21138,91.9123
85244,57,1,11741,89.1671
85245,86,1,1883,91.1589
85246,72,2,5145,86.0959
85247,84,1,2087,89.7178
85248,33,2,16737,78.8548
85249,73,2,4354,84.9288
85250,64,2,10291,92.1945
85251,42,2,7710,63.1233
85252,30,2,9551,56.1671
85253,73,3,1671,77.5781
85254,38,3,14837,78.6493
85255,54,1,13720,91.589
85256,33,3,13690,70.5068
85257,39,3,13921,77.1397
85258,53,2,4340,64.8904
85259,59,1,14696,99.263
85260,61,1,7495,81.5342
85261,33,2,11669,64.9699
85262,79,2,1312,82.5945
85263,49,3,15711,92.0438
85264,34,2,15582,76.6904
85265,36,1,16981,82.5233
85266,60,3,12127,93.2247
85267,64,3,12668,98.7068
85268,53,3,10179,80.8877
85269,86,1,7,86.0192
85270,59,3,2031,64.5644
85271,62,1,2894,69.9288
85272,65,2,4863,78.3233
85273,81,1,561,82.537
85274,56,2,14603,96.0082
85275,36,1,12249,69.5589
85276,66,1,2660,73.2877
85277,58,3,11400,89.2329
85278,74,3,5075,87.9041
85279,73,3,2181,78.9753
85280,80,1,1271,83.4822
85281,31,2,18869,82.6959
85282,38,1,9177,63.1425
85283,77,1,1935,82.3014
85284,52,2,17326,99.4685
85285,78,2,5317,92.5671
85286,50,3,14843,90.6658
85287,56,1,7510,76.5753
85288,60,3,1044,62.8603
85289,64,1,3600,73.863
85290,39,1,18059,88.4767
85291,72,2,5880,88.1096
85292,81,3,2028,86.5562
85293,58,1,4942,71.5397
85294,69,2,1681,73.6055
85295,75,3,1408,78.8575
85296,35,2,6972,54.1014
85297,43,3,5935,59.2603
85298,47,1,14046,85.4822
85299,72,2,2869,79.8603
85300,78,1,4565,90.5068
85301,37,3,9427,62.8274
85302,52,2,9827,78.9233
85303,40,3,21405,98.6438
85304,88,2,347,88.9507
85305,75,2,5555,90.2192
85306,57,1,12827,92.1425
85307,54,3,9418,79.8027
85308,69,2,6073,85.6384
85309,56,3,14262,95.074
85310,87,2,4299,98.7781
85311,72,2,3552,81.7315
85312,71,3,10721,100.3726
85313,77,2,7944,98.7644
85314,32,1,17245,79.2466
85315,65,1,10126,92.7425
85316,54,1,3530,63.6712
85317,45,1,10448,73.6247
85318,83,2,2324,89.3671
85319,41,3,12192,74.4027
85320,83,2,830,85.274
85321,67,1,10689,96.2849
85322,80,1,5475,95
85323,44,1,18716,95.2767
85324,83,2,2951,91.0849
85325,88,2,4011,98.989
85326,64,1,713,65.9534
85327,54,2,12035,86.9726
85328,63,1,11869,95.5178
85329,55,2,11118,85.4603
85330,46,3,15034,87.189
85331,40,3,14441,79.5644
85332,46,2,14216,84.9479
85333,33,1,19358,86.0356
85334,45,3,8366,67.9205
85335,56,2,15503,98.474
85336,56,2,2584,63.0795
85337,86,3,3114,94.5315
85338,73,2,10290,101.1918
85339,63,2,9716,89.6192
85340,38,3,11889,70.5726
85341,45,2,12272,78.6219
85342,80,3,1900,85.2055
85343,78,1,3132,86.5808
85344,70,1,9592,96.2795
85345,56,2,7258,75.8849
85346,37,2,7842,58.4849
85347,52,2,12402,85.9781
85348,44,2,19997,98.7863
85349,72,2,169,72.463
85350,33,2,13189,69.1342
85351,82,3,2051,87.6192
85352,84,2,1757,88.8137
85353,47,3,1659,51.5452
85354,63,2,11141,93.5233
85355,81,1,970,83.6575
85356,55,2,10866,84.7699
85357,84,1,4753,97.0219
85358,61,2,7081,80.4
85359,45,1,8061,67.0849
85360,52,1,13558,89.1452
85361,81,3,786,83.1534
85362,73,1,3941,83.7973
85363,49,2,11688,81.0219
85364,51,3,3795,61.3973
85365,44,3,11820,76.3836
85366,59,3,4552,71.4712
85367,56,1,10693,85.2959
85368,75,3,130,75.3562
85369,55,3,889,57.4356
85370,35,1,10289,63.189
85371,89,1,1199,92.2849
85372,86,1,3157,94.6493
85373,40,3,16721,85.811
85374,40,2,14102,78.6356
85375,74,2,9320,99.5342
85376,53,2,16870,99.2192
85377,84,3,6557,101.9644
85378,61,3,10397,89.4849
85379,46,2,18078,95.5288
85380,55,2,8484,78.2438
85381,74,1,5516,89.1123
85382,70,1,9450,95.8904
85383,44,2,18498,94.6795
85384,69,3,4420,81.1096
85385,74,1,3947,84.8137
85386,68,1,8887,92.3479
85387,42,1,15101,83.3726
85388,67,2,6814,85.6685
85389,34,3,12688,68.7616
85390,74,1,5872,90.0877
85391,49,1,8569,72.4767
85392,38,1,20374,93.8192
85393,71,3,8346,93.8658
85394,69,2,7286,88.9616
85395,31,1,21319,89.4082
85396,71,2,6569,88.9973
85397,57,1,1157,60.1699
85398,48,3,15767,91.1973
85399,80,3,7018,99.2274
85400,54,2,3194,62.7507
85401,57,1,9749,83.7096
85402,41,3,12121,74.2082
85403,67,1,3694,77.1205
85404,76,3,5430,90.8767
85405,57,1,7995,78.9041
85406,33,2,7787,54.3342
85407,46,3,12171,79.3452
85408,61,1,12331,94.7836
85409,77,2,3176,85.7014
85410,90,2,4321,101.8384
85411,59,2,3664,69.0384
85412,83,1,3326,92.1123
85413,37,3,21440,95.7397
85414,31,3,21797,90.7178
85415,41,1,15456,83.3452
85416,79,3,1122,82.074
85417,60,1,9393,85.7342
85418,81,1,4375,92.9863
85419,58,2,9089,82.9014
85420,58,3,1733,62.7479
85421,38,3,15174,79.5726
85422,62,2,9688,88.5425
85423,38,2,12965,73.5205
85424,60,3,9456,85.9068
85425,53,2,7283,72.9534
85426,80,2,8783,104.063
85427,33,2,20745,89.8356
85428,55,2,3126,63.5644
85429,58,3,9143,83.0493
85430,40,3,17001,86.5781
85431,40,3,18565,90.863
85432,38,2,14107,76.6493
85433,65,3,7170,84.6438
85434,50,2,9496,76.0164
85435,56,1,999,58.737
85436,45,2,5301,59.5233
85437,75,3,5197,89.2384
85438,53,1,3685,63.0959
85439,43,1,18817,94.5534
85440,55,2,9787,81.8137
85441,36,1,20366,91.7973
85442,57,3,6963,76.0767
85443,79,1,4063,90.1315
85444,57,2,5683,72.5699
85445,36,2,15357,78.074
85446,31,2,21376,89.5644
85447,65,3,9527,91.1014
85448,73,3,2523,79.9123
85449,73,2,3208,81.789
85450,45,3,14793,85.5288
85451,45,3,154,45.4219
85452,58,1,9274,83.4082
85453,70,1,549,71.5041
85454,55,2,8728,78.9123
85455,58,2,4169,69.4219
85456,73,3,1257,76.4438
85457,82,2,5154,96.1205
85458,56,1,9227,81.2795
85459,33,2,14046,71.4822
85460,75,1,4312,86.8137
85461,41,1,15328,82.9945
85462,67,2,11438,98.337
85463,41,1,6777,59.5671
85464,76,1,2298,82.2959
85465,43,2,7900,64.6438
85466,60,3,10904,89.874
85467,30,3,17976,79.2493
85468,53,2,4636,65.7014
85469,62,2,13913,100.1178
85470,42,3,7127,61.526
85471,63,2,12156,96.3041
85472,70,2,2791,77.6466
85473,81,3,9107,105.9507
85474,74,2,6207,91.0055
85475,69,3,6539,86.9151
85476,30,3,5024,43.7644
85477,34,2,22822,96.526
85478,35,2,18420,85.4658
85479,32,2,11770,64.2466
85480,58,2,12282,91.6493
85481,39,1,17229,86.2027
85482,75,1,1552,79.2521
85483,32,1,13211,68.1945
85484,45,1,4934,58.5178
85485,52,2,9083,76.8849
85486,46,3,15770,89.2055
85487,61,3,5787,76.8548
85488,64,2,10091,91.6466
85489,81,1,6943,100.0219
85490,79,1,4330,90.863
85491,56,1,2637,63.2247
85492,90,3,296,90.811
85493,56,1,11435,87.3288
85494,33,2,20596,89.4274
85495,81,1,4220,92.5616
85496,62,2,9212,87.2384
85497,54,2,5116,68.0164
85498,36,1,11089,66.3808
85499,65,3,13878,103.0219
85500,66,2,2713,73.4329
85501,60,3,4010,70.9863
85502,68,3,11508,99.5288
85503,68,3,3745,78.2603
85504,76,2,1183,79.2411
85505,79,3,4359,90.9425
85506,50,2,11012,80.1699
85507,30,2,12082,63.1014
85508,70,3,9881,97.0712
85509,40,1,11010,70.1644
85510,85,3,3151,93.6329
85511,63,1,13429,99.7918
85512,33,1,11433,64.3233
85513,42,1,14240,81.0137
85514,63,2,3043,71.337
85515,71,1,6312,88.2932
85516,56,3,7659,76.9836
85517,53,1,6492,70.7863
85518,45,3,14462,84.6219
85519,35,3,20040,89.9041
85520,40,3,3491,49.5644
85521,42,3,12523,76.3096
85522,47,3,11594,78.7644
85523,79,1,5154,93.1205
85524,52,2,16973,98.5014
85525,36,2,19402,89.1562
85526,44,2,18717,95.2795
85527,33,1,22351,94.2356
85528,85,1,3844,95.5315
85529,52,3,11356,83.1123
85530,86,2,4097,97.2247
85531,53,2,10254,81.0932
85532,69,2,10746,98.4411
85533,32,1,17874,80.9699
