"ID","start_age","grid","death_day","death_age"
30652,45,2,9569,71.2164
30653,38,3,10670,67.2329
30654,81,2,693,82.8986
30655,46,2,15259,87.8055
30656,38,2,5263,52.4192
30657,70,2,10021,97.4548
30658,64,3,3868,74.5973
30659,69,3,1882,74.1562
30660,50,2,18272,100.0603
30661,75,1,3996,85.9479
30662,76,2,1443,79.9534
30663,50,1,9820,76.9041
30664,55,2,11287,85.9233
30665,50,1,12056,83.0301
30666,75,3,9491,101.0027
30667,32,3,22125,92.6164
30668,36,2,16627,81.5534
30669,76,2,2084,81.7096
30670,64,3,7716,85.1397
30671,74,3,4530,86.411
30672,81,2,2198,87.0219
30673,36,2,8726,59.9068
30674,65,1,4206,76.5233
30675,53,1,12632,87.6082
30676,36,2,19242,88.7178
30677,36,1,13369,72.6274
30678,67,3,1907,72.2247
30679,78,2,7868,99.5562
30680,72,2,5997,88.4301
30681,51,3,5230,65.3288
30682,83,2,1460,87
30683,36,3,14193,74.8849
30684,52,2,9283,77.4329
30685,68,1,9325,93.5479
30686,78,1,3844,88.5315
30687,51,3,19937,105.6219
30688,30,2,18409,80.4356
30689,59,3,6821,77.6877
30690,55,2,17671,103.4137
30691,34,3,24279,100.5178
30692,61,3,4393,73.0356
30693,59,3,6862,77.8
30694,48,1,15545,90.589
30695,52,1,11277,82.8959
30696,66,2,9038,90.7616
30697,55,3,995,57.726
30698,35,1,16997,81.5671
30699,39,3,17152,85.9918
30700,34,2,21114,91.8466
30701,51,2,12349,84.8329
30702,87,1,1540,91.2192
30703,47,1,17192,94.1014
30704,47,3,7246,66.8521
30705,53,3,7674,74.0247
30706,72,2,1993,77.4603
30707,62,3,12292,95.6767
30708,34,1,19852,88.389
30709,84,3,2383,90.5288
30710,76,2,4873,89.3507
30711,71,2,3039,79.326
30712,63,3,8270,85.6575
30713,51,3,14742,91.389
30714,72,1,3320,81.0959
30715,34,2,11755,66.2055
30716,40,2,9530,66.1096
30717,32,2,12436,66.0712
30718,34,1,14124,72.6959
30719,61,3,2538,67.9534
30720,60,1,8162,82.3616
30721,73,3,566,74.5507
30722,50,1,13889,88.0521
30723,90,1,29,90.0795
30724,68,3,4690,80.8493
30725,70,3,1580,74.3288
30726,77,3,6451,94.674
30727,61,2,4145,72.3562
30728,39,1,19806,93.263
30729,54,3,13781,91.7562
30730,53,1,12043,85.9945
30731,51,1,7983,72.8712
30732,30,3,17570,78.137
30733,55,2,4700,67.8767
30734,60,2,7676,81.0301
30735,46,2,10548,74.8986
30736,35,3,13820,72.863
30737,63,1,3735,73.2329
30738,50,2,13957,88.2384
30739,32,3,17803,80.7753
30740,57,1,9727,83.6493
30741,41,2,16610,86.5068
30742,62,2,11118,92.4603
30743,48,3,12316,81.7425
30744,62,2,1643,66.5014
30745,56,3,16719,101.8055
30746,66,3,153,66.4192
30747,72,3,6750,90.4932
30748,57,3,11671,88.9753
30749,38,3,15482,80.4164
30750,57,1,5043,70.8164
30751,67,2,10686,96.2767
30752,44,1,13696,81.5233
30753,63,3,12818,98.1178
30754,50,2,11298,80.9534
30755,76,1,6285,93.2192
30756,77,3,2909,84.9699
30757,53,1,13540,90.0959
30758,65,1,6192,81.9644
30759,76,3,1795,80.9178
30760,50,2,9269,75.3945
30761,50,3,10651,79.1808
30762,30,3,9495,56.0137
30763,67,2,11862,99.4986
30764,80,2,2703,87.4055
30765,72,1,2584,79.0795
30766,77,3,1360,80.726
30767,39,3,15261,80.811
30768,67,1,1158,70.1726
30769,31,1,20846,88.1123
30770,51,3,10419,79.5452
30771,48,2,9438,73.8575
30772,33,1,21669,92.3671
30773,60,3,8135,82.2877
30774,73,2,5168,87.1589
30775,50,1,5909,66.189
30776,53,2,16576,98.4137
30777,47,1,4228,58.5836
30778,71,3,4275,82.7123
30779,31,2,14172,69.8274
30780,64,1,7261,83.8932
30781,32,1,25123,100.8301
30782,36,3,19127,88.4027
30783,33,2,21357,91.5123
30784,38,1,326,38.8932
30785,36,1,14737,76.3753
30786,63,3,4164,74.4082
30787,34,1,505,35.3836
30788,64,2,6711,82.3863
30789,51,3,15297,92.9096
30790,72,2,10240,100.0548
30791,57,2,11188,87.6521
30792,51,1,12085,84.1096
30793,50,2,10090,77.6438
30794,48,1,11949,80.737
30795,77,1,2651,84.263
30796,48,3,5492,63.0466
30797,83,2,968,85.6521
30798,58,2,15421,100.2493
30799,59,3,8497,82.2795
30800,45,3,6132,61.8
30801,61,3,10996,91.126
30802,45,1,8394,67.9973
30803,89,2,459,90.2575
30804,60,1,6003,76.4466
30805,49,3,16384,93.8877
30806,38,1,14358,77.337
30807,34,2,12539,68.3534
30808,36,3,16734,81.8466
30809,49,2,12471,83.1671
30810,55,2,12837,90.1699
30811,74,2,5662,89.5123
30812,62,2,4905,75.4384
30813,48,2,11821,80.3863
30814,87,3,860,89.3562
30815,88,1,1801,92.9342
30816,39,2,22217,99.8685
30817,32,1,10301,60.2219
30818,81,2,1943,86.3233
30819,52,2,15262,93.8137
30820,43,2,14688,83.2411
30821,36,1,19499,89.4219
30822,75,2,6613,93.1178
30823,46,2,13981,84.3041
30824,35,1,7090,54.4247
30825,39,1,13756,76.6877
30826,30,1,18405,80.4247
30827,70,2,7563,90.7205
30828,37,2,17029,83.6548
30829,50,2,9186,75.1671
30830,79,1,5479,94.011
30831,32,2,11265,62.863
30832,53,3,9126,78.0027
30833,82,3,134,82.3671
30834,39,1,14579,78.9425
30835,48,2,9758,74.7342
30836,53,1,2529,59.9288
30837,51,2,5755,66.7671
30838,57,1,6167,73.8959
30839,41,3,21358,99.5151
30840,38,3,12737,72.8959
30841,32,1,15675,74.9452
30842,34,2,13888,72.0493
30843,45,3,12065,78.0548
30844,56,1,7944,77.7644
30845,52,2,10567,80.9507
30846,43,3,3419,52.3671
30847,44,1,9668,70.4877
30848,63,1,4864,76.326
30849,43,1,13376,79.6466
30850,39,1,15456,81.3452
30851,33,3,759,35.0795
30852,31,1,24613,98.4329
30853,77,1,2439,83.6822
30854,43,1,8725,66.9041
30855,56,2,8990,80.6301
30856,75,1,135,75.3699
30857,62,1,519,63.4219
30858,47,3,9009,71.6822
30859,82,1,3591,91.8384
30860,38,3,21006,95.5507
30861,33,3,18948,84.9123
30862,68,3,8575,91.4932
30863,32,3,18695,83.2192
30864,57,3,16447,102.0603
30865,67,2,5133,81.063
30866,40,2,14799,80.5452
30867,82,1,643,83.7616
30868,76,1,386,77.0575
30869,55,1,12681,89.7425
30870,76,1,3984,86.9151
30871,75,3,1298,78.5562
30872,82,2,2820,89.726
30873,69,1,8245,91.589
30874,56,1,10486,84.7288
30875,53,1,13761,90.7014
30876,46,3,4199,57.5041
30877,61,2,8971,85.5781
30878,45,2,10522,73.8274
30879,33,1,18179,82.8055
30880,88,2,145,88.3973
30881,38,3,11579,69.7233
30882,85,3,3478,94.5288
30883,51,2,9756,77.7288
30884,59,3,4764,72.0521
30885,61,3,4545,73.4521
30886,79,2,7816,100.4137
30887,51,3,12518,85.2959
30888,50,3,14830,90.6301
30889,36,3,15796,79.2767
30890,65,3,3262,73.937
30891,48,3,10369,76.4082
30892,31,3,17413,78.7068
30893,69,2,7111,88.4822
30894,56,3,6756,74.5096
30895,57,1,9270,82.3973
30896,70,1,690,71.8904
30897,40,2,18075,89.5205
30898,72,3,6562,89.9781
30899,34,3,15194,75.6274
30900,51,2,6807,69.6493
30901,46,3,13171,82.0849
30902,87,2,2941,95.0575
30903,79,3,2415,85.6164
30904,73,1,2168,78.9397
30905,42,2,17095,88.8356
30906,89,1,1421,92.8932
30907,61,1,11280,91.9041
30908,40,3,15646,82.8658
30909,63,2,4568,75.5151
30910,31,1,18852,82.6493
30911,54,1,7569,74.737
30912,52,3,1255,55.4384
30913,89,3,2721,96.4548
30914,30,1,11260,60.8493
30915,57,1,5438,71.8986
30916,34,3,24662,101.5671
30917,47,1,15102,88.3753
30918,33,2,21073,90.7342
30919,70,1,10980,100.0822
30920,42,3,2869,49.8603
30921,57,1,9425,82.8219
30922,69,3,3462,78.4849
30923,56,3,5603,71.3507
30924,39,1,11100,69.411
30925,33,3,16608,78.5014
30926,33,1,16443,78.0493
30927,49,2,10527,77.8411
30928,55,3,6320,72.3151
30929,44,3,10524,72.8329
30930,65,1,5183,79.2
30931,74,1,2939,82.0521
30932,79,2,861,81.3589
30933,51,2,9751,77.7151
30934,41,2,16880,87.2466
30935,81,3,4489,93.2986
30936,67,2,2592,74.1014
30937,77,3,3718,87.1863
30938,64,1,6415,81.5753
30939,57,1,12015,89.9178
30940,40,1,13557,77.1425
30941,67,2,3468,76.5014
30942,60,2,9865,87.0274
30943,69,2,5219,83.2986
30944,38,1,16239,82.4904
30945,65,2,1503,69.1178
30946,46,3,10019,73.4493
30947,68,3,5807,83.9096
30948,58,1,1484,62.0658
30949,38,3,21836,97.8247
30950,82,1,2364,88.4767
30951,50,3,1113,53.0493
30952,53,1,6798,71.6247
30953,54,1,13154,90.0384
30954,48,3,3206,56.7836
30955,60,2,2955,68.0959
30956,70,3,2852,77.8137
30957,61,2,8051,83.0575
30958,50,1,10959,80.0247
30959,54,2,11285,84.9178
30960,31,2,17011,77.6055
30961,48,1,16378,92.8712
30962,46,1,14439,85.5589
30963,36,3,10443,64.611
30964,48,2,14992,89.074
30965,38,2,14906,78.8384
30966,56,3,7297,75.9918
30967,42,1,14099,80.6274
30968,41,2,6295,58.2466
30969,69,2,6290,86.2329
30970,59,3,1227,62.3616
30971,61,3,2637,68.2247
30972,48,3,16694,93.737
30973,84,2,207,84.5671
30974,39,2,11441,70.3452
30975,87,2,1983,92.4329
30976,59,1,6086,75.674
30977,36,3,23910,101.5068
30978,35,1,15609,77.7644
30979,48,3,16718,93.8027
30980,61,2,13792,98.7863
30981,62,3,9200,87.2055
30982,73,1,443,74.2137
30983,86,2,433,87.1863
30984,42,1,16966,88.4822
30985,31,3,22125,91.6164
30986,73,1,4151,84.3726
30987,77,1,2614,84.1616
30988,57,3,11948,89.7342
30989,53,3,13816,90.8521
30990,70,3,4126,81.3041
30991,48,3,9535,74.1233
30992,31,2,19074,83.2575
30993,69,1,5793,84.8712
30994,31,1,20574,87.3671
30995,87,2,346,87.9479
30996,39,2,18485,89.6438
30997,53,1,12045,86
30998,87,1,3306,96.0575
30999,37,3,4161,48.4
31000,78,3,1009,80.7644
31001,44,3,11844,76.4493
31002,49,1,3058,57.3781
31003,73,3,3119,81.5452
31004,89,2,381,90.0438
31005,63,3,5462,77.9644
31006,45,2,6597,63.074
31007,50,3,17178,97.063
31008,72,2,8854,96.2575
31009,52,1,6297,69.2521
31010,58,2,9885,85.0822
31011,47,3,11291,77.9342
31012,81,2,3357,90.1973
31013,75,3,4824,88.2164
31014,56,3,11767,88.2384
31015,69,1,9710,95.6027
31016,74,2,6324,91.326
31017,52,3,8325,74.8082
31018,33,3,8245,55.589
31019,38,1,21307,96.3753
31020,47,1,15164,88.5452
31021,77,3,2587,84.0877
31022,52,1,13349,88.5726
31023,56,3,10038,83.5014
31024,39,2,18851,90.6466
31025,52,1,11213,82.7205
31026,33,3,20210,88.3699
31027,58,3,6347,75.389
31028,43,3,9291,68.4548
31029,59,2,1060,61.9041
31030,73,1,8606,96.5781
31031,69,2,7114,88.4904
31032,53,3,6210,70.0137
31033,82,3,1142,85.1288
31034,71,1,10989,101.1068
31035,30,2,22416,91.4137
31036,62,2,5573,77.2685
31037,57,2,10458,85.6521
31038,62,3,6303,79.2685
31039,48,2,15121,89.4274
31040,76,1,2969,84.1342
31041,74,3,22,74.0603
31042,55,1,2531,61.9342
31043,55,1,15992,98.8137
31044,49,2,12752,83.937
31045,61,2,9687,87.5397
31046,79,3,587,80.6082
31047,54,3,15349,96.0521
31048,69,1,11911,101.6329
31049,48,3,12572,82.4438
31050,65,3,500,66.3699
31051,90,3,1031,92.8247
31052,36,3,21235,94.1781
31053,33,2,16471,78.126
31054,32,3,13016,67.6603
31055,36,2,21955,96.1507
31056,30,3,23672,94.8548
31057,61,1,8798,85.1041
31058,58,1,11743,90.1726
31059,46,2,12274,79.6274
31060,65,1,4950,78.5616
31061,57,2,12574,91.4493
31062,55,3,6361,72.4274
31063,35,2,16113,79.1452
31064,36,2,19877,90.4575
31065,62,3,9951,89.263
31066,47,3,14851,87.6877
31067,52,3,12696,86.7836
31068,31,3,12580,65.4658
31069,31,2,544,32.4904
31070,45,3,15240,86.7534
31071,49,2,16363,93.8301
31072,51,2,7489,71.5178
31073,31,2,21394,89.6137
31074,39,3,16273,83.5836
31075,51,1,17037,97.6767
31076,54,1,2819,61.7233
31077,52,3,14103,90.6384
31078,43,1,22361,104.263
31079,32,1,12560,66.411
31080,38,2,14571,77.9205
31081,74,2,6766,92.537
31082,86,3,912,88.4986
31083,57,1,11233,87.7753
31084,47,1,16828,93.1041
31085,50,3,13187,86.1288
31086,73,1,350,73.9589
31087,72,1,4366,83.9616
31088,30,3,16696,75.7425
31089,53,2,4322,64.8411
31090,50,2,6776,68.5644
31091,37,3,16808,83.0493
31092,37,3,14901,77.8247
31093,74,3,8992,98.6356
31094,71,2,5328,85.5973
31095,65,2,5692,80.5945
31096,46,3,9767,72.7589
31097,37,1,16873,83.2274
31098,86,2,1464,90.011
31099,65,1,7788,86.337
31100,61,3,3470,70.5068
31101,65,2,10132,92.7589
31102,81,3,1965,86.3836
31103,55,1,12754,89.9425
31104,35,2,3260,43.9315
31105,69,3,5061,82.8658
31106,41,3,10663,70.2137
31107,88,3,601,89.6466
31108,74,3,3337,83.1425
31109,73,2,925,75.5342
31110,82,3,6233,99.0767
31111,88,2,666,89.8247
31112,39,3,24978,107.4329
31113,82,1,2016,87.5233
31114,41,2,16929,87.3808
31115,44,3,15291,85.8932
31116,67,2,6277,84.1973
31117,57,1,15316,98.9616
31118,31,1,20960,88.4247
31119,39,1,13024,74.6822
31120,52,1,16367,96.8411
31121,59,2,8389,81.9836
31122,46,2,17600,94.2192
31123,50,2,7362,70.1699
31124,82,1,4653,94.7479
31125,63,3,1976,68.4137
31126,48,3,5651,63.4822
31127,48,2,15336,90.0164
31128,72,2,1642,76.4986
31129,45,1,7297,64.9918
31130,53,1,1190,56.2603
31131,46,1,6625,64.1507
31132,32,1,7484,52.5041
31133,66,1,9330,91.5616
31134,53,1,6169,69.9014
31135,37,2,14653,77.1452
31136,59,2,5357,73.6767
31137,38,2,23891,103.4548
31138,48,3,15013,89.1315
31139,35,2,15287,76.8822
31140,65,2,2895,72.9315
31141,31,2,21745,90.5753
31142,35,3,19489,88.3945
31143,70,1,8203,92.474
31144,61,1,5215,75.2877
31145,74,2,5825,89.9589
31146,35,1,15573,77.6658
31147,57,3,10175,84.8767
31148,56,1,5288,70.4877
31149,52,1,10246,80.0712
31150,51,1,16026,94.9068
31151,68,2,6773,86.5562
31152,87,3,55,87.1507
31153,43,2,19130,95.411
31154,48,3,8482,71.2384
31155,69,1,7452,89.4164
31156,52,3,4818,65.2
31157,64,3,2923,72.0082
31158,39,3,17270,86.3151
31159,31,3,21601,90.1808
31160,38,2,12339,71.8055
31161,62,1,1865,67.1096
31162,33,2,23438,97.2137
31163,43,1,16813,89.063
31164,52,1,10999,82.1342
31165,39,3,18391,89.3863
31166,46,3,14568,85.9123
31167,69,2,1591,73.3589
31168,63,3,7825,84.4384
31169,64,3,8226,86.537
31170,58,2,5861,74.0575
31171,76,3,9344,101.6
31172,57,2,14300,96.1781
31173,83,1,2607,90.1425
31174,36,1,2472,42.7726
31175,65,3,6146,81.8384
31176,31,3,18775,82.4384
31177,36,1,19370,89.0685
31178,36,2,11577,67.7178
31179,68,2,9103,92.9397
31180,64,3,8097,86.1836
31181,54,1,10356,82.3726
31182,30,3,16829,76.1068
31183,38,2,20821,95.0438
31184,34,3,9210,59.2329
31185,52,2,10419,80.5452
31186,43,3,21068,100.7205
31187,42,3,20540,98.274
31188,36,3,9209,61.2301
31189,38,1,14644,78.1205
31190,37,2,14045,75.4795
31191,36,1,22499,97.6411
31192,31,3,16288,75.6247
31193,52,3,13084,87.8466
31194,69,3,4961,82.5918
31195,32,2,19890,86.4932
31196,35,1,7314,55.0384
31197,31,2,16918,77.3507
31198,49,1,13289,85.4082
31199,73,1,845,75.3151
31200,60,3,7977,81.8548
31201,52,1,9306,77.4959
31202,30,3,19116,82.3726
31203,58,2,1845,63.0548
31204,38,3,21936,98.0986
31205,84,3,583,85.5973
31206,63,2,3301,72.0438
31207,36,3,18191,85.8384
31208,73,3,7238,92.8301
31209,86,1,2731,93.4822
31210,64,3,11701,96.0575
31211,63,3,5794,78.874
31212,57,3,8458,80.1726
31213,53,3,12740,87.9041
31214,31,3,22008,91.2959
31215,78,3,6155,94.863
31216,32,2,13490,68.9589
31217,50,3,1283,53.5151
31218,78,3,3271,86.9616
31219,37,1,20747,93.8411
31220,56,2,9334,81.5726
31221,39,3,15349,81.0521
31222,54,2,9878,81.063
31223,47,3,13065,82.7945
31224,69,3,5642,84.4575
31225,32,3,22295,93.0822
31226,54,3,1225,57.3562
31227,41,2,2139,46.8603
31228,32,1,4636,44.7014
31229,61,3,9448,86.8849
31230,90,2,415,91.137
31231,36,1,10324,64.2849
31232,36,3,21453,94.7753
31233,66,1,9653,92.4466
31234,47,3,11220,77.7397
31235,53,1,924,55.5315
31236,66,2,6441,83.6466
31237,44,2,16534,89.2986
31238,45,2,7480,65.4932
31239,35,1,14074,73.5589
31240,55,1,6166,71.8932
31241,48,1,17603,96.2274
31242,83,2,3261,91.9342
31243,48,3,9614,74.3397
31244,50,1,9868,77.0356
31245,75,1,5322,89.5808
31246,33,1,20734,89.8055
31247,48,1,18213,97.8986
31248,65,2,405,66.1096
31249,70,3,1081,72.9616
31250,61,2,5647,76.4712
31251,87,1,1640,91.4932
31252,62,2,4162,73.4027
31253,37,2,15894,80.5452
31254,62,2,9338,87.5836
31255,48,3,16601,93.4822
31256,36,3,12694,70.7781
31257,69,3,8349,91.874
31258,81,1,6226,98.0575
31259,78,1,712,79.9507
31260,33,1,16369,77.8466
31261,57,3,8615,80.6027
31262,50,2,13537,87.0877
31263,32,3,20021,86.8521
31264,56,2,15392,98.1699
31265,46,3,8457,69.1699
31266,49,1,16805,95.0411
31267,39,1,22679,101.1342
31268,72,1,1188,75.2548
31269,48,2,5841,64.0027
31270,34,1,19756,88.126
31271,58,1,12068,91.063
31272,50,3,6821,68.6877
31273,46,3,11783,78.2822
31274,39,2,8876,63.3178
31275,90,3,785,92.1507
31276,38,3,17705,86.5068
31277,57,2,14351,96.3178
31278,37,1,15637,79.8411
31279,39,2,17961,88.2082
31280,90,3,2097,95.7452
31281,52,2,6450,69.6712
31282,67,3,12100,100.1507
31283,40,1,18265,90.0411
31284,36,3,25237,105.1425
31285,74,2,6874,92.8329
31286,48,1,4161,59.4
31287,58,2,5664,73.5178
31288,72,3,4487,84.2932
31289,35,1,16630,80.5616
31290,55,1,10935,84.9589
31291,59,1,13970,97.274
31292,56,1,11379,87.1753
31293,49,3,5952,65.3068
31294,42,3,19944,96.6411
31295,45,1,10843,74.7068
31296,39,1,17027,85.6493
31297,67,3,5945,83.2877
31298,56,2,4217,67.5534
31299,63,2,1226,66.3589
31300,50,3,10850,79.726
31301,68,1,4638,80.7068
31302,83,2,3555,92.7397
31303,46,3,15615,88.7808
31304,32,3,24428,98.926
31305,64,2,8334,86.8329
31306,55,1,2167,60.937
31307,56,1,9975,83.3288
31308,58,3,9422,83.8137
31309,30,2,16759,75.9151
31310,56,2,10001,83.4
31311,53,3,12952,88.4849
31312,55,3,9964,82.2986
31313,45,2,13624,82.326
31314,45,1,2553,51.9945
31315,52,3,15704,95.0247
31316,37,3,10776,66.5233
31317,58,2,14606,98.0164
31318,36,2,16923,82.3644
31319,36,3,10474,64.6959
31320,58,1,15637,100.8411
31321,37,1,14583,76.9534
31322,73,2,4734,85.9699
31323,65,2,5331,79.6055
31324,73,2,297,73.8137
31325,45,1,7422,65.3342
31326,57,1,7662,77.9918
31327,40,3,16107,84.1288
31328,54,1,14535,93.8219
31329,57,1,7107,76.4712
31330,33,3,17548,81.0767
31331,50,2,7629,70.9014
31332,49,3,14002,87.3616
31333,47,1,11171,77.6055
31334,75,1,6505,92.8219
31335,42,2,12034,74.9699
31336,49,1,7866,70.5507
31337,59,1,6195,75.9726
31338,47,1,18969,98.9699
31339,69,3,1628,73.4603
31340,45,1,14463,84.6247
31341,64,1,11060,94.3014
31342,51,3,7205,70.7397
31343,42,1,5837,57.9918
31344,34,3,17676,82.4274
31345,32,2,23860,97.3699
31346,66,1,2559,73.011
31347,39,2,20182,94.2932
31348,53,1,12913,88.3781
31349,35,3,18353,85.2822
31350,69,2,207,69.5671
31351,65,1,10881,94.811
31352,39,2,17380,86.6164
31353,69,3,4095,80.2192
31354,84,2,3741,94.2493
31355,72,1,8473,95.2137
31356,42,3,9950,69.2603
31357,54,1,10299,82.2164
31358,37,3,7762,58.2658
31359,31,3,3963,41.8575
31360,52,2,6262,69.1562
31361,90,1,2393,96.5562
31362,30,3,22198,90.8164
31363,37,1,19542,90.5397
31364,69,3,5435,83.8904
31365,54,2,5315,68.5616
31366,52,2,17083,98.8027
31367,44,2,11378,75.1726
31368,45,3,10554,73.9151
31369,43,2,20067,97.9781
31370,51,1,2286,57.263
31371,83,3,2195,89.0137
31372,60,3,8308,82.7616
31373,82,1,6518,99.8575
31374,47,1,15673,89.9397
31375,31,2,19805,85.2603
31376,41,2,8877,65.3205
31377,34,1,20814,91.0247
31378,33,2,17753,81.6384
31379,34,3,12386,67.9342
31380,62,2,4244,73.6274
31381,53,1,2382,59.526
31382,66,1,7801,87.3726
31383,59,2,4803,72.1589
31384,47,3,1822,51.9918
31385,65,2,9788,91.8164
31386,80,2,3385,89.274
31387,51,1,15208,92.6658
31388,62,1,7872,83.5671
31389,66,2,8587,89.526
31390,81,1,4204,92.5178
31391,34,3,16380,78.8767
31392,41,1,11872,73.526
31393,30,1,13144,66.011
31394,40,1,18191,89.8384
31395,39,2,9144,64.0521
31396,36,2,17078,82.789
31397,34,2,3983,44.9123
31398,66,3,2854,73.8192
31399,63,1,10200,90.9452
31400,60,3,5969,76.3534
31401,31,3,21727,90.526
31402,68,3,4612,80.6356
31403,47,3,7054,66.326
31404,37,2,12871,72.263
31405,38,2,20758,94.8712
31406,56,2,8289,78.7096
31407,56,2,16721,101.811
31408,30,1,16772,75.9507
31409,55,1,12088,88.1178
31410,68,1,2756,75.5507
31411,37,3,17728,85.5699
31412,36,1,10992,66.1151
31413,59,2,2235,65.1233
31414,73,1,2739,80.5041
31415,50,1,13394,86.6959
31416,50,1,14059,88.5178
31417,73,2,5522,88.1288
31418,43,2,20093,98.0493
31419,64,2,4138,75.337
31420,47,1,9906,74.1397
31421,46,3,11246,76.811
31422,83,1,2374,89.5041
31423,59,1,2968,67.1315
31424,46,1,15225,87.7123
31425,50,3,8997,74.6493
31426,76,1,3033,84.3096
31427,45,3,9753,71.7205
31428,85,3,2329,91.3808
31429,30,3,20422,85.9507
31430,53,3,11100,83.411
31431,79,2,3881,89.6329
31432,63,1,5320,77.5753
31433,48,1,3470,57.5068
31434,48,1,8783,72.063
31435,80,2,3335,89.137
31436,58,1,7030,77.2603
31437,83,1,4136,94.3315
31438,83,3,1793,87.9123
31439,34,1,14585,73.9589
31440,39,1,15495,81.4521
31441,67,3,1533,71.2
31442,48,2,10941,77.9753
31443,47,1,8536,70.3863
31444,50,1,13177,86.1014
31445,80,1,3336,89.1397
31446,42,2,17379,89.6137
31447,49,2,11970,81.7945
31448,57,3,13766,94.7151
31449,59,1,14937,99.9233
31450,61,1,11593,92.7616
31451,55,3,7465,75.4521
31452,47,2,6482,64.7589
31453,67,3,6563,84.9808
31454,65,1,12135,98.2466
31455,30,3,22778,92.4055
31456,48,2,12663,82.6932
31457,54,1,4713,66.9123
31458,57,3,11858,89.4877
31459,56,1,8412,79.0466
31460,31,1,15279,72.8603
31461,83,1,3408,92.337
31462,34,1,15451,76.3315
31463,57,3,12442,91.0877
31464,36,3,1837,41.0329
31465,50,3,15959,93.7233
31466,43,1,16187,87.3479
31467,60,1,14841,100.6603
31468,62,1,12494,96.2301
31469,49,3,8944,73.5041
31470,84,3,2548,90.9808
31471,53,3,11089,83.3808
31472,43,1,16045,86.9589
31473,49,3,15642,91.8548
31474,39,1,25424,108.6548
31475,40,3,3096,48.4822
31476,37,3,16554,82.3534
31477,68,2,7290,87.9726
31478,78,2,3044,86.3397
31479,38,3,16067,82.0192
31480,85,1,1662,89.5534
31481,39,1,10816,68.6329
31482,52,3,11145,82.5342
31483,47,3,17441,94.7836
31484,53,1,14517,92.7726
31485,62,3,3861,72.5781
31486,32,2,16553,77.3507
31487,59,3,3455,68.4658
31488,55,3,9278,80.4192
31489,53,1,4121,64.2904
31490,32,2,18235,81.9589
31491,47,2,13920,85.137
31492,51,2,5549,66.2027
31493,44,3,11998,76.8712
31494,64,2,5960,80.3288
31495,70,1,3798,80.4055
31496,56,2,2218,62.0767
31497,43,3,14460,82.6164
31498,55,3,9989,82.3671
31499,40,1,14389,79.4219
31500,37,2,17360,84.5616
31501,43,2,7922,64.7041
31502,54,2,3614,63.9014
31503,44,1,4892,57.4027
31504,61,1,10145,88.7945
31505,46,3,15495,88.4521
31506,42,2,17388,89.6384
31507,64,2,10597,93.0329
31508,36,2,20125,91.137
31509,70,1,2679,77.3397
31510,47,1,11685,79.0137
31511,39,3,16099,83.1068
31512,49,2,13999,87.3534
31513,40,2,4098,51.2274
31514,81,3,155,81.4247
31515,51,3,10791,80.5644
31516,60,1,3334,69.1342
31517,60,3,6617,78.1288
31518,64,3,8958,88.5425
31519,55,3,6834,73.7233
31520,47,3,10709,76.3397
31521,56,3,10284,84.1753
31522,54,2,12245,87.5479
31523,51,1,12427,85.0466
31524,52,3,9959,79.2849
31525,30,2,19071,82.2493
31526,34,1,19695,87.9589
31527,76,2,1770,80.8493
31528,81,2,5318,95.5699
31529,75,2,1370,78.7534
31530,32,2,15589,74.7096
31531,41,3,21761,100.6192
31532,49,3,9125,74
31533,65,3,5564,80.2438
31534,82,3,672,83.8411
31535,82,2,2301,88.3041
31536,62,3,13335,98.5342
31537,58,2,3202,66.7726
31538,35,2,17063,81.7479
31539,63,3,2292,69.2795
31540,84,1,1480,88.0548
31541,62,1,12222,95.4849
31542,43,1,14539,82.8329
31543,40,1,7801,61.3726
31544,54,2,7017,73.2247
31545,74,3,8402,97.0192
31546,41,3,16907,87.3205
31547,38,1,20535,94.2603
31548,52,2,1938,57.3096
31549,71,1,1493,75.0904
31550,39,3,7772,60.2932
31551,68,2,1773,72.8575
31552,54,1,5343,68.6384
31553,46,2,7029,65.2575
31554,40,3,10995,70.1233
31555,82,3,4668,94.789
31556,82,3,3200,90.7671
31557,48,3,10062,75.5671
31558,46,3,9587,72.2658
31559,66,1,5605,81.3562
31560,71,1,7966,92.8247
31561,41,1,10654,70.189
31562,69,3,7770,90.2877
31563,50,1,16611,95.5096
31564,37,1,22386,98.3315
31565,41,3,13209,77.189
31566,62,1,12238,95.5288
31567,54,1,10092,81.6493
31568,64,2,8422,87.074
31569,35,2,23356,98.989
31570,32,2,18638,83.063
31571,41,3,13200,77.1644
31572,81,1,941,83.5781
31573,54,2,15444,96.3123
31574,65,2,7952,86.7863
31575,34,1,18328,84.2137
31576,37,1,20083,92.0219
31577,75,3,383,76.0493
31578,56,2,15256,97.7973
31579,70,3,945,72.589
31580,58,1,14181,96.8521
31581,33,2,9213,58.2411
31582,40,1,14424,79.5178
31583,55,3,5579,70.2849
31584,59,3,10600,88.0411
31585,50,1,8833,74.2
31586,87,2,1252,90.4301
31587,30,3,21430,88.7123
31588,48,3,11244,78.8055
31589,59,2,8796,83.0986
31590,89,1,146,89.4
31591,36,2,14906,76.8384
31592,49,1,15086,90.3315
31593,31,3,19306,83.8932
